"name"	"category"	"classification"	"pid"	"exitCode"	"runtimeMs"	"command"	"pngCount"	"jsonCount"	"binCount"	"outputs"
"slice_three_z_layer1"	"slice_validation"	"EXIT_NONZERO"	"175940"	""	"1766"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\bootstrap --avboit-debug-view=6 --avboit-test-scene=three_layer --avboit-test-case=three_a050_050_050 --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenethree_layer_Casethree_a050_050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenethree_layer_Casethree_a050_050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_three_z_layer1.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_three_z_layer1.stdout.txt"
"slice_three_z_layer2"	"slice_validation"	"EXIT_NONZERO"	"175360"	""	"1755"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\bootstrap --avboit-debug-view=6 --avboit-test-scene=three_layer --avboit-test-case=three_a050_050_050 --avboit-analytic-layer-filter=2"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenethree_layer_Casethree_a050_050_050_Ordernormal_Layer2.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenethree_layer_Casethree_a050_050_050_Ordernormal_Layer2.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_three_z_layer2.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_three_z_layer2.stdout.txt"
"slice_same_z_layer0"	"slice_validation"	"EXIT_NONZERO"	"177208"	""	"1746"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\bootstrap --avboit-debug-view=6 --avboit-test-scene=same_slice --avboit-test-case=same_a050_050 --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenesame_slice_Casesame_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenesame_slice_Casesame_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_same_z_layer0.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_same_z_layer0.stdout.txt"
"slice_same_z_layer1"	"slice_validation"	"EXIT_NONZERO"	"150880"	""	"1765"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\bootstrap --avboit-debug-view=6 --avboit-test-scene=same_slice --avboit-test-case=same_a050_050 --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenesame_slice_Casesame_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\DX12_Mode5_1920x1080_Debug6_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenesame_slice_Casesame_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_same_z_layer1.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\slice_validation\slice_same_z_layer1.stdout.txt"
"weight_legacy_layer0_debug15"	"selected_weight"	"EXIT_NONZERO"	"175416"	""	"1748"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=15 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug15.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug15.stdout.txt"
"weight_legacy_layer0_debug16"	"selected_weight"	"EXIT_NONZERO"	"169088"	""	"1790"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=16 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug16.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug16.stdout.txt"
"weight_legacy_layer0_debug17"	"selected_weight"	"EXIT_NONZERO"	"175076"	""	"1758"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=17 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug17.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer0_debug17.stdout.txt"
"weight_legacy_layer1_debug15"	"selected_weight"	"EXIT_NONZERO"	"177608"	""	"1708"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=15 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug15.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug15.stdout.txt"
"weight_legacy_layer1_debug16"	"selected_weight"	"EXIT_NONZERO"	"175240"	""	"1764"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=16 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug16.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug16.stdout.txt"
"weight_legacy_layer1_debug17"	"selected_weight"	"EXIT_NONZERO"	"150484"	""	"1768"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=17 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=legacy --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirlegacy_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug17.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_legacy_layer1_debug17.stdout.txt"
"weight_front_layer0_debug15"	"selected_weight"	"EXIT_NONZERO"	"170944"	""	"1761"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=15 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=front --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug15.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug15.stdout.txt"
"weight_front_layer0_debug16"	"selected_weight"	"EXIT_NONZERO"	"175564"	""	"1723"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=16 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=front --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug16.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug16.stdout.txt"
"weight_front_layer0_debug17"	"selected_weight"	"EXIT_NONZERO"	"176488"	""	"1737"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=17 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=front --avboit-analytic-layer-filter=0"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug17_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer0.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug17.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer0_debug17.stdout.txt"
"weight_front_layer1_debug15"	"selected_weight"	"EXIT_NONZERO"	"144788"	""	"1791"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=15 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=front --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug15_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer1_debug15.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer1_debug15.stdout.txt"
"weight_front_layer1_debug16"	"selected_weight"	"EXIT_NONZERO"	"173492"	""	"1739"	"D:\HTC\avboit\The-Forge\Examples_3\Unit_Tests\PC Visual Studio 2019\x64\Release\15_Transparency\15_Transparency.exe --d3d12 --transparency-mode=5 --avboit-auto-capture --avboit-capture-hide-ui --avboit-capture-frame=60 --avboit-fixed-delta=0.0166666667 --avboit-random-seed=1337 --avboit-multiplier=1.0 --avboit-output-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight --avboit-commit-sha=8482cd69 --avboit-bootstrap-log-dir=D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\bootstrap --avboit-debug-view=16 --avboit-test-scene=two_layer --avboit-test-case=two_a050_050 --avboit-transmittance-direction=front --avboit-analytic-layer-filter=1"	"1"	"1"	"0"	"D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.json;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\DX12_Mode5_1920x1080_Debug16_Dirfront_Mul1.0_Frame60_8482cd69_Scenetwo_layer_Casetwo_a050_050_Ordernormal_Layer1.png;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer1_debug16.stderr.txt;D:\HTC\avboit\The-Forge\LocalVisualResults\P2_6S_WeightPropagation_20260628T110901Z\selected_weight\weight_front_layer1_debug16.stdout.txt"
